Code,Year,Sum
31110,2014,70
38340,2018,70
31110,2013,70
35380,2011,70
21030,2018,70
36440,2013,70
31370,2012,70
38330,2011,70
34370,2021,70
23010,2013,70
31110,2015,70
35380,2013,69
38340,2017,69
37400,2021,69
36410,2011,69
21030,2020,69
36040,2011,69
34340,2011,69
21010,2012,69
38320,2013,68
38340,2019,68
36440,2020,68
36040,2015,68
32070,2018,68
36440,2014,68
21030,2021,68
32070,2019,68
31110,2012,68
23010,2012,67
32070,2020,67
36440,2011,67
36440,2019,67
36440,2021,67
34340,2014,67
34340,2013,67
37400,2020,67
38330,2013,67
21010,2013,67
31370,2015,67
36440,2012,66
36440,2017,66
21010,2014,66
21010,2017,66
36040,2012,66
36440,2016,65
38330,2015,65
31370,2011,65
31370,2014,65
34330,2013,65
31370,2017,64
38340,2020,64
32070,2021,64
36400,2018,64
38340,2021,64
36400,2019,64
34340,2012,63
32050,2012,63
36400,2016,63
36400,2015,63
36040,2014,63
21010,2015,63
36040,2013,63
21010,2016,63
36410,2013,62
36410,2012,62
23010,2014,62
34330,2014,62
36400,2020,62
36400,2014,62
36400,2013,62
36400,2012,62
31370,2016,62
31110,2011,62
36400,2011,62
36440,2015,61
34070,2011,61
32360,2011,61
35370,2011,61
36400,2017,61
37420,2011,61
37420,2012,60
34340,2015,60
37400,2019,60
34070,2015,60
36400,2021,60
31370,2018,60
38380,2012,60
32360,2014,60
34070,2013,59
34340,2016,59
38330,2016,59
35370,2012,59
38360,2014,59
34070,2012,59
34330,2015,59
34070,2014,59
35370,2013,58
32050,2014,58
35380,2015,58
35380,2014,58
38330,2014,58
21010,2018,58
38380,2011,58
34070,2016,58
32360,2013,58
38330,2017,57
32360,2012,57
34330,2016,57
21010,2019,57
36410,2016,57
32360,2015,57
34380,2011,57
37420,2016,56
32050,2021,56
37420,2017,56
37420,2015,56
21010,2021,56
34340,2017,56
33390,2011,56
38330,2018,56
21120,2014,56
34070,2019,56
32050,2015,56
36410,2017,56
38360,2013,55
31370,2019,55
35380,2016,55
38380,2013,55
34070,2017,55
38360,2012,55
33330,2011,55
33390,2021,55
34070,2018,54
34340,2018,54
37420,2021,54
34380,2012,54
32050,2020,54
35370,2016,54
23020,2012,54
35380,2018,54
35380,2017,54
35370,2014,54
33390,2016,54
35370,2019,53
34330,2017,53
34330,2019,53
32360,2016,53
32050,2013,53
33390,2020,53
34070,2021,53
35380,2019,53
31370,2021,53
33390,2017,53
32360,2019,52
31370,2020,52
36350,2015,52
37420,2020,52
32360,2017,52
33390,2019,52
35370,2017,52
37330,2014,52
33390,2018,52
34380,2019,52
32050,2016,52
38380,2014,52
36350,2017,51
33390,2015,51
36350,2018,51
37420,2013,51
36350,2011,51
33390,2012,51
37420,2018,51
34070,2020,51
36350,2012,51
32050,2018,51
34330,2021,51
35370,2015,51
32360,2021,51
35380,2020,51
34380,2020,51
34340,2019,51
32050,2019,51
35380,2021,51
34330,2020,51
33390,2014,50
38350,2011,50
34330,2018,50
35370,2018,50
32360,2018,50
23310,2020,50
38330,2021,50
36350,2016,50
38330,2019,50
33390,2013,50
32050,2017,50
36350,2014,50
34380,2017,50
34380,2015,50
33330,2012,50
33330,2013,50
37420,2019,50
23310,2016,50
36350,2020,50
38380,2015,49
23020,2016,49
38330,2020,49
38360,2011,49
36450,2011,49
36410,2015,49
36410,2018,49
36460,2011,49
23310,2017,49
34340,2020,49
34380,2014,49
34380,2016,49
23310,2014,49
23310,2015,49
23310,2018,49
35370,2020,48
36350,2021,48
34380,2021,48
23310,2021,48
34380,2013,48
36460,2012,48
35370,2021,48
38350,2013,48
36410,2020,48
31350,2011,48
32360,2020,47
23310,2019,47
32320,2013,47
23020,2015,47
37400,2018,47
36450,2012,47
23020,2013,47
36460,2013,47
23020,2018,47
36350,2013,47
38350,2012,46
38380,2016,46
36350,2019,46
38350,2014,46
23310,2011,46
32320,2018,46
21120,2013,46
33340,2019,46
33340,2021,46
36410,2021,46
23020,2014,46
32320,2017,46
23020,2017,45
32320,2019,45
38350,2019,45
32320,2016,45
34340,2021,45
36410,2019,45
31350,2012,45
23020,2019,44
38380,2017,44
32340,2011,44
38350,2018,44
33340,2018,44
38350,2016,44
38350,2015,44
38350,2021,43
33340,2020,43
38400,2011,43
32320,2015,43
23020,2020,43
23310,2013,43
38360,2015,43
36450,2013,43
33330,2014,43
36360,2012,42
37360,2011,42
33340,2017,42
23310,2012,42
38400,2016,42
32320,2014,42
38360,2017,42
32320,2020,42
36460,2014,42
38350,2020,41
38400,2017,41
33340,2015,41
33330,2016,41
32320,2012,41
38400,2013,41
33330,2015,41
38360,2016,41
32340,2014,41
38400,2015,41
36360,2011,41
31350,2016,40
38400,2014,40
36450,2014,40
33340,2016,40
21120,2012,40
23020,2021,40
32340,2012,40
32340,2013,40
34310,2015,40
38380,2019,40
38380,2020,40
31350,2013,40
32320,2021,40
32320,2011,40
38400,2018,39
38400,2012,39
38380,2018,39
38380,2021,39
37400,2012,39
31350,2014,39
38360,2018,39
38360,2019,39
33340,2014,39
31350,2017,39
31350,2018,38
32350,2011,38
36450,2018,38
36450,2019,38
34310,2014,38
34310,2011,38
37400,2013,38
36450,2015,38
36450,2016,38
37360,2014,37
37360,2012,37
36460,2021,37
36460,2015,37
36360,2014,37
32330,2011,37
37350,2011,37
36390,2011,37
34310,2020,37
37400,2011,37
32340,2017,37
32330,2020,37
36390,2012,36
34310,2021,36
36360,2013,36
37400,2015,36
32340,2018,36
31350,2019,36
36460,2016,36
31350,2015,36
32340,2016,36
32330,2021,36
36450,2020,36
34310,2017,36
34310,2016,36
36450,2017,36
36360,2015,35
33330,2017,35
34310,2019,35
34310,2018,35
38360,2020,35
32390,2011,35
33340,2011,35
37400,2014,35
37380,2013,35
36460,2020,35
36450,2021,35
33340,2012,35
32340,2019,34
36460,2018,34
32390,2014,34
32330,2019,34
37380,2011,34
32350,2012,34
32340,2020,34
33340,2013,34
37360,2013,34
31350,2020,34
38360,2021,33
32390,2013,33
37350,2012,33
37350,2013,33
32340,2015,33
32330,2014,33
32350,2015,33
37400,2016,33
36460,2017,33
36460,2019,33
36360,2017,33
37380,2012,33
37400,2017,33
31350,2021,33
37360,2015,33
36390,2017,32
36320,2012,32
32350,2017,32
37380,2014,32
33330,2020,32
36360,2016,32
32350,2016,32
32330,2013,32
36380,2021,32
38400,2019,32
37360,2017,32
36390,2013,32
33330,2019,32
34310,2012,32
34310,2013,31
38400,2020,31
33330,2018,31
21120,2011,31
33320,2014,31
36320,2013,31
32390,2012,31
32390,2015,31
33320,2011,31
32330,2012,31
37350,2016,31
32330,2015,31
36380,2018,31
36390,2014,31
37350,2017,31
32350,2013,30
33330,2021,30
32340,2021,30
36390,2016,30
37380,2015,30
37350,2015,30
32350,2014,30
36390,2015,30
32390,2018,30
37350,2014,30
37380,2017,30
36320,2014,29
37360,2018,29
37360,2016,29
32370,2012,29
36320,2011,29
32330,2018,29
37360,2020,28
33320,2012,28
36390,2019,28
38400,2021,28
35360,2011,28
37380,2016,28
36360,2018,28
32330,2017,28
32390,2019,28
32330,2016,28
32380,2011,28
32350,2018,28
36380,2017,28
38370,2013,28
36380,2020,28
37350,2019,28
36390,2021,27
36310,2011,27
32370,2011,27
32370,2013,27
36390,2018,27
32390,2020,27
36360,2019,27
37350,2018,27
38370,2011,27
37360,2019,27
36470,2018,27
37360,2021,26
36320,2016,26
36320,2017,26
37380,2019,26
37380,2018,26
37350,2021,26
33320,2015,26
36360,2020,26
32370,2014,26
36380,2014,26
38370,2012,26
32390,2017,26
36380,2016,26
38370,2016,26
36380,2015,26
36380,2019,26
36470,2017,26
36390,2020,26
35360,2012,26
36430,2011,25
36380,2012,25
35350,2011,25
36380,2011,25
37380,2021,25
32350,2019,25
36320,2019,25
36330,2013,25
36330,2012,25
36330,2011,25
37380,2020,25
33320,2018,25
35360,2013,25
37370,2017,25
36320,2015,25
33320,2016,25
32390,2021,25
33320,2013,25
32410,2012,25
34350,2012,25
36380,2013,24
36430,2012,24
36470,2019,24
37370,2013,24
37350,2020,24
37370,2012,24
35350,2015,24
38370,2015,24
38370,2014,24
35350,2012,24
35350,2014,24
38370,2017,24
36330,2020,24
34350,2013,24
33320,2017,24
33320,2021,24
34350,2011,24
32410,2011,24
35350,2013,23
32380,2019,23
38370,2019,23
37370,2015,23
37370,2016,23
32410,2013,23
37370,2018,23
32390,2016,23
36470,2016,23
36360,2021,23
36470,2012,23
36320,2018,23
37330,2011,23
36330,2021,23
36310,2012,22
32410,2017,22
38370,2020,22
36470,2020,22
32410,2015,22
37370,2011,22
32410,2014,22
32400,2012,22
36470,2011,22
36470,2015,22
34350,2016,22
34350,2014,22
36330,2014,22
32400,2011,22
37320,2013,22
36430,2013,22
37320,2017,22
32370,2015,22
37320,2014,22
37410,2012,22
32380,2012,22
35350,2016,22
33320,2019,22
36330,2015,22
32410,2016,21
32380,2013,21
36470,2014,21
36330,2019,21
32380,2018,21
35360,2014,21
36470,2013,21
36320,2020,21
34350,2015,21
32350,2020,21
37320,2015,21
37320,2012,21
38310,2012,21
38310,2011,21
33320,2020,21
36470,2021,21
38370,2018,21
37320,2016,21
32410,2020,20
32410,2018,20
37410,2013,20
32370,2016,20
32380,2020,20
38310,2016,20
38310,2015,20
32350,2021,20
36320,2021,20
34350,2017,20
35360,2019,20
36310,2013,20
36330,2017,20
36430,2014,20
36430,2015,20
37370,2019,20
36330,2018,20
37320,2011,20
37330,2013,20
34350,2018,20
35360,2021,20
36430,2016,19
35360,2020,19
36430,2017,19
35360,2015,19
35360,2017,19
35330,2013,19
38370,2021,19
35330,2021,19
33380,2012,19
32410,2019,19
32370,2017,19
32370,2018,19
32370,2021,19
34350,2019,19
38310,2013,19
38310,2014,19
38310,2017,19
38310,2018,19
33380,2011,19
35360,2016,19
33380,2013,18
37320,2018,18
32380,2017,18
32380,2014,18
36330,2016,18
37370,2021,18
37370,2020,18
32400,2013,18
32370,2019,18
35330,2014,18
35330,2018,18
35330,2019,18
35360,2018,18
32380,2021,18
36310,2014,18
35330,2011,17
37330,2015,17
35330,2012,17
37330,2012,17
32410,2021,17
37410,2011,17
37320,2021,17
37320,2020,17
37320,2019,17
32400,2016,17
35330,2020,17
33380,2014,17
38310,2019,17
38310,2020,17
35350,2017,17
32380,2015,17
35350,2018,16
36430,2018,16
23010,2011,16
36430,2021,16
35330,2015,16
36310,2016,16
35350,2020,16
32370,2020,16
32400,2018,16
32400,2017,16
32400,2014,16
36310,2021,16
38310,2021,16
32380,2016,16
35350,2019,16
36310,2015,16
33360,2015,16
33360,2011,16
36430,2019,16
33360,2018,16
35340,2015,15
33360,2013,15
37410,2015,15
33360,2014,15
33380,2019,15
35330,2017,15
33360,2012,15
36430,2020,15
33360,2016,15
33360,2017,15
35340,2014,15
32400,2015,15
37410,2014,15
35340,2016,14
37330,2016,14
34350,2020,14
36310,2018,14
35320,2012,14
33380,2018,14
36310,2017,14
33380,2021,14
33380,2017,14
33380,2015,14
37330,2020,14
33380,2020,14
35340,2018,14
33360,2019,14
37410,2018,13
36310,2019,13
36310,2020,13
32400,2019,13
32400,2020,13
35340,2019,13
35340,2011,13
33360,2020,13
35330,2016,13
37410,2016,13
35320,2013,13
37330,2021,13
33380,2016,13
37410,2017,13
37330,2019,13
37330,2018,13
35320,2011,13
35340,2017,13
33360,2021,12
34350,2021,12
35350,2021,12
35340,2013,12
37340,2013,12
37410,2021,12
37410,2020,12
35340,2021,12
35340,2020,12
37410,2019,12
35340,2012,12
37330,2017,11
35320,2014,11
32400,2021,11
37310,2011,11
35320,2015,11
23020,2011,10
37430,2014,10
35320,2017,10
35320,2021,10
35320,2020,10
35320,2018,10
35320,2016,10
35320,2019,10
36480,2019,8
36480,2018,8
37340,2021,8
37310,2013,8
37340,2016,8
37310,2012,8
37310,2018,8
37310,2017,8
37310,2016,8
37340,2014,8
37340,2015,8
37340,2012,8
37340,2017,8
37310,2014,8
36480,2020,7
36480,2021,7
36480,2011,7
37340,2020,7
36480,2016,7
36480,2015,7
37340,2011,7
36480,2014,7
36480,2012,6
31370,2013,6
36480,2017,6
37310,2019,6
37310,2020,6
37310,2021,6
37310,2015,6
37340,2019,6
37340,2018,6
36480,2013,5
23320,2017,4
23320,2015,4
37430,2011,4
37430,2012,4
23320,2012,4
23320,2013,4
23320,2018,4
23320,2014,4
23320,2021,4
23320,2016,4
23320,2019,4
23320,2020,4
37430,2015,3
37430,2013,3
37430,2019,2
37430,2018,2
37430,2017,2
37430,2016,2
37430,2021,1
37430,2020,1
31320,2019,0
31320,2018,0
31320,2017,0
23090,2012,0
23090,2017,0
23090,2014,0
23090,2015,0
23090,2016,0
23090,2018,0
23090,2013,0
23320,2011,0
31320,2016,0
34390,2021,0
34390,2020,0
34320,2019,0
33010,2016,0
33010,2015,0
33010,2014,0
34320,2012,0
34320,2013,0
34320,2014,0
34320,2015,0
34320,2016,0
34320,2017,0
34320,2018,0
34320,2020,0
23090,2011,0
34320,2021,0
31320,2020,0
34390,2012,0
34390,2013,0
34390,2014,0
34390,2015,0
34390,2016,0
34390,2017,0
34390,2018,0
34390,2019,0
33010,2017,0
33010,2018,0
33010,2019,0
33010,2020,0
23030,2021,0
23030,2020,0
23030,2019,0
31320,2015,0
31320,2014,0
31280,2013,0
31280,2012,0
33310,2021,0
33310,2020,0
33310,2019,0
33310,2018,0
33310,2017,0
33310,2016,0
33310,2015,0
33310,2014,0
31280,2011,0
34080,2011,0
33040,2013,0
33040,2012,0
33040,2011,0
33010,2021,0
31320,2021,0
